,Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID
317,"Rosine Kitio, Olivier Boissier, Jomi Fred Hübner, Alessandro Ricci",26428218300;6603031878;8703959000;7202337846;,"Organisational artifacts and agents for open multi-agent organisations: ""giving the power back to the agents""",2008.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4870 LNAI,,,171,186,,14.0,10.1007/978-3-540-79003-7_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66149172688&doi=10.1007%2f978-3-540-79003-7_13&partnerID=40&md5=e86fa00d707c41a6854f1875a3b7c431,"The social and organisational aspects of agency have become nowadays a major focus of interest in the MAS community, and a good amount of theoretical work is available, in terms of formal models and theories. However, the conception and engineering of proper organisational infrastructures embodying such models and theories is still an open issue, in particular when open MAS are considered. Accordingly, in this paper we discuss a model for an organisational infrastructure called ORA4MAS that aims at addressing these issues. By being based on the A&A (Agents and Artifacts) meta-model, the key and novel aspect introduced with ORA4MAS is that organisations and the organisation infrastructure itself are conceived in terms of agents and artifacts, as first-class abstractions giving body to the MAS from design to runtime. © 2008 Springer-Verlag Berlin Heidelberg.",MAS organisations; Multi-agent Systems; Open systems,Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-66149172688
318,"Vinay Arora, Maninder Singh, Rajesh Bhatia",56405141800;56087498600;13406562100;,Orientation-based Ant colony algorithm for synthesizing the test scenarios in UML activity diagram,2020.0,Information and Software Technology,123,,106292,,,,4.0,10.1016/j.infsof.2020.106292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080981838&doi=10.1016%2fj.infsof.2020.106292&partnerID=40&md5=b59ef51b6a77c68e59f8fbb5b66d0b2b,"Context: The model-based analysis is preferred over the code-based analysis as it speeds up the development process and directs the guiding effort. In the software industry, the Unified Modeling Language (UML) is a set standard followed by the developers as well as system analysts to extract all attainable paths of controls, usually known as scenarios under an activity diagram. Objective: In this manuscript, a bio-inspired methodology has been applied on concurrent sub-part of a UML activity diagram to fetch various feasible test scenarios. Method: The food search pattern of an ant has been taken as a base heuristic. An orientation factor has been introduced in the existing ant colony optimization algorithm. Experiments have been performed using three student projects, five synthetic models and an openly available model repository named LINDHOLMEN data-set at Github. Results: The statistical analysis has validated the results obtained through various existing approaches and the proposed approach. Experimentation shows that the orientation-based ant colony algorithm has produced better results as compared to the existing Genetic Algorithm (GA) and Ant Colony Optimization (ACO) on the basis of feasible test scenarios generated. © 2020",Ant colony; Computational Intelligence; Concurrency; Soft computing; Test Scenario; UML activity diagram,Article,Final,,Scopus,2-s2.0-85080981838
319,"Massimo Cossentino, Valeria Seidita",8681740500;8301721000;,PASSI: Process for agent societies specification and implementation,2014.0,Handbook on Agent-Oriented Design Processes,,,,287,329,,6.0,10.1007/978-3-642-39975-6__10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912138365&doi=10.1007%2f978-3-642-39975-6__10&partnerID=40&md5=9d834fdf95669beb78ce0f9e6151eae8,"PASSI (a Process for Agent Societies Specification and Implementation) is a step-by-step requirement-to-code methodology for designing and developing multiagent societies, integrating design models and concepts from both Object-Oriented software engineering and artificial intelligence approaches using the UML notation. The models and phases of PASSI encompass anthropomorphic representation of system requirements, social viewpoint, solution architecture, code production and reuse, and deployment configuration supporting mobility of agents. PASSI is made up of five models, concerning different design levels, and 12 activities performed to build multiagent systems. In PASSI, the UML notation is used as the modeling language, since it is widely accepted both in the academic and industrial environments. © Springer-Verlag Berlin Heidelberg 2014. All rights are reserved.",,Book Chapter,Final,,Scopus,2-s2.0-84912138365
320,"Vineet Nagrath, Olivier Morel, Aamir Saeed Malik, M. Naufal B. M. Saad, Fabrice Meriaudeau",55253714500;57220441680;12800348400;56567441400;7004591575;,Peer to peer trade in HTM5 meta model for agent oriented cloud robotic systems,2016.0,Peer-to-Peer Networking and Applications,9,2,,328,343,,2.0,10.1007/s12083-015-0339-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957432379&doi=10.1007%2fs12083-015-0339-x&partnerID=40&md5=289271c9730efd609d90c5bdf9d49b89,"Cloud computing is a methodology and not a technology. Adaptation of cloud computing services for robotic applications is relatively straightforward while adaptation of underlying ideas will require a new design attitude. Cloud computing is a cost-effective and dynamic business model. Currently cloud robotics is understood as a client server methodology which enables robots utilize resources and services placed at centralized servers. These cloud servers treat robots as any other client computer offering them platform, infrastructure, process or algorithm as a service. HTM5 is an OMG MDA based multi-view meta-model for agent oriented development of cloud robotic systems. HTM5 encourages design of peer-to-peer service ecosystems based on an open registry and matchmaking mechanism. In peer-to-peer cloud robotics, a robot can trade its hardware, software and functional resources as a service to other robots in the ecosystem. The peer-to-peer trade in such systems may be driven by contracts and relationships between its member agents. This article discusses trade-view model of HTM5 methodology and its use in developing a cloud robotic ecosystem that implements peer-to-peer, contract based economy. The article also presents a case study with experiments that implement distributed artificial intelligence and peer-to-peer service oriented trade on simulated and real robot colonies. © 2015, Springer Science+Business Media New York.",Business model; Cloud computing; Cloud robotics; Model driven architecture; Multi-agent systems; Peer-to-peer system,Article,Final,,Scopus,2-s2.0-84957432379
321,"Anton Riabov, Shirin Sohrabi, Daby Sow, Deepak Turaga, Octavian Udrea, Long Vu",10242396100;15137608800;6603822769;6701702461;13605801800;57225683445;,Planning-based reasoning for automated large-scale data analysis,2015.0,"Proceedings International Conference on Automated Planning and Scheduling, ICAPS",2015-January,,,282,290,,10.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943226614&partnerID=40&md5=c3b203f1d330d13710c311083b2d6dff,"In this paper, we apply planning-based reasoning to orchestrate the data analysis process automatically, with a focus on two applications: early detection of health complications in critical care, and detection of anomalous behaviors of network hosts in enterprise networks. Our system uses expert knowledge and AI planning to reason about possibly incomplete, noisy, or inconsistent observations, derived from data by deploying an open set of analytics, to generate plausible and consistent hypotheses about the state of the world. From these hypotheses, relevant actions are triggered leading to the deployment of additional analytics, or adaptation of existing analytics, that produce new observations for further reasoning. Planning-based reasoning is enabled by knowledge models obtained from domain experts that describe entities in the world, their states, and relationship to observations. To address the associated knowledge engineering challenges, we propose a modeling language named LTS++ and build an Integrated Development Environment. We also develop a process that provides support and guidance to domain experts, with no planning expertise, in defining and constructing models. We use this modeling process to capture knowledge for the two applications and to collect user feedback. Furthermore, we conduct empirical evaluation to demonstrate the feasibility of our approach and the benefits of using planning-based reasoning in these applications, at large real-world scales. Specifically, in the network monitoring scenario, we show that the system can dynamically deploy and manage analytics for the effective detection of anomalies and malicious behaviors with lead times of over 15 minutes, in an enterprise network with over 2 million hosts (entities). Copyright © 2015, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,Conference Paper,Final,,Scopus,2-s2.0-84943226614
322,"Michael Fellmann, Dirk Metzger, Sven Jannaber, Novica Zarvic, Oliver Thomas",35104736800;56178622800;57189628609;23399174200;57220728632;,Process Modeling Recommender Systems: A Generic Data Model and Its Application to a Smart Glasses-based Modeling Environment,2018.0,Business and Information Systems Engineering,60,1,,21,38,,4.0,10.1007/s12599-018-0517-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041357096&doi=10.1007%2fs12599-018-0517-5&partnerID=40&md5=6fa1b00bdbf3bfaa750df7162b829fb9,"The manual construction of business process models is a time-consuming, error-prone task and presents an obstacle to business agility. To facilitate the construction of such models, several modeling support techniques have been suggested. However, while recommendation systems are widely used, e.g., in e-commerce, these techniques are rarely implemented in process modeling tools. The creation of such systems is a complex task since a large number of requirements and parameters have to be taken into account. In order to improve the situation, the authors have developed a data model that can serve as a backbone for the development of process modeling recommender systems (PMRS). This article outlines the systematic development of this model in a stepwise approach using established requirements and validates it against a data model that has been reverse-engineered from a real-world system. In a last step, the paper illustrates an exemplary instantiation of the data model in a Smart Glasses-based modeling environment and discusses business process agility issues. The authors expect their contribution to provide a useful starting point for designing the data perspective of process modeling recommendation features that support business agility in process-intensive environments. © 2018, Springer Fachmedien Wiesbaden GmbH, part of Springer Nature.",Business agility; Data model; Enterprise process modeling; Recommender systems; Requirements; Smart Glasses,Article,Final,,Scopus,2-s2.0-85041357096
323,"Ammar Alhaj Ali, Roman Jasek, Said Krayem, Petr Zacek",57194092370;9737162700;57193330774;56820003800;,Proving the effectiveness of negotiation protocols KQML in multi-agent systems using event-B,2017.0,Advances in Intelligent Systems and Computing,574,,,397,406,,4.0,10.1007/978-3-319-57264-2_40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018720797&doi=10.1007%2f978-3-319-57264-2_40&partnerID=40&md5=9ef682466502801b4dbb2c4b5233fe62,"Multi-Agents Systems (MAS) provide a good basis to build complex systems and in MAS a negotiation is a key form of interaction that enables agents to arrive at a final agreement. We present an event-B based approach to reasoning about a negotiation protocols in multi-agent systems (MAS), Key features of Event-B are the use of set theory as a modeling notation and it is a formal method that can be used in the development of reactive distributed systems and we propose using the Rodin modeling tool for Event-B that integrates modeling and proving. © Springer International Publishing AG 2017.",Event-B; KQML; Multi-agent systems; Negotiation protocols; Rodin,Conference Paper,Final,,Scopus,2-s2.0-85018720797
324,"Ismael Posada Trobo, Vicente García Díaz, Jordán Pascual Espada, Ruben González Crespo, Pablo Moreno-Ger",57203863449;26421130900;55033923300;57221209077;8951372100;,Rapid modeling of human-defined AI behavior patterns in games,2019.0,Journal of Ambient Intelligence and Humanized Computing,10,7,,2683,2692,,4.0,10.1007/s12652-018-0969-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053228901&doi=10.1007%2fs12652-018-0969-y&partnerID=40&md5=fccfe9d3143e3e93bfc16120f208daf2,"The creation of computer and videogames is a challenging and multidisciplinary endeavor, requiring different approaches to integrate different disciplines while keeping relatively low development costs. In this context, domain specific languages (DSLs) are increasingly becoming a valid tool, allowing nonprogrammers to participate in the development process. In this work, we focus on a DSL developed within the Gade4all project, focused on defining the behaviors of non-player characters, proposing a design which allows the participation of users with a lack of programming knowledge to define behavior and interaction complex patterns of in-game enemies in a simple and straightforward way. This preferable to other approaches to defining opponent AIs in games, such as machine learning techniques (which produce advanced AI opponents that do not behave as humans) or rigid rule systems created by programmers rather than behavioral experts. The approach has been tested by comparing the creation of well-known AI patterns using T2GAME with popular game editors, and resulted in significantly reduced development times, in addition to being more approachable for non-programmers such as behavioral psychologists. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.",Behavior patterns; Code generation; Computer games; DSL; MDE; Modeling tools,Article,Final,,Scopus,2-s2.0-85053228901
325,"Kaan Koseler, Kelsea McGraw, Matthew Stephan",57201150870;57208395521;35276168000;,Realization of a machine learning domain specific modeling language: A baseball analytics case study,2019.0,MODELSWARD 2019 - Proceedings of the 7th International Conference on Model-Driven Engineering and Software Development,,,,15,26,,1.0,10.5220/0007245800150026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064616104&doi=10.5220%2f0007245800150026&partnerID=40&md5=2af6cd3675123a74658da05ad7f17f81,"Accompanying the Big Data (BD) paradigm is a resurgence in machine learning (ML). Using ML techniques to work with BD is a complex task, requiring specialized knowledge of the problem space, domain specific concepts, and appropriate ML approaches. However, specialists who possess that knowledge and programming ability are difficult to find and expensive to train. Model-Driven Engineering (MDE) allows developers to implement quality software through modeling using high-level domain specific concepts. In this research, we attempt to fill the gap between MDE and the industrial need for development of ML software by demonstrating the plausibility of applying MDE to BD. Specifically, we apply MDE to the setting of the thriving industry of professional baseball analytics. Our case study involves developing an MDE solution for the binary classification problem of predicting if a baseball pitch will be a fastball. We employ and refine an existing, but untested, ML Domain-Specific Modeling Language (DSML); devise model instances representing prediction features; create a code generation scheme; and evaluate our solution. We show our MDE solution is comparable to the one developed through traditional programming, distribute all our artifacts for public use and extension, and discuss the impact of our work and lessons we learned. Copyright © 2019 by SCITEPRESS - Science and Technology Publications, Lda. All rights reserved",Baseball Analytics; Binary Classification; Domain Specific Modeling Language; Machine Learning; Model Driven Engineering; Supervised Learning,Conference Paper,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85064616104
326,"Mohamed Amin, Doaa Shebl",55193157600;56340331000;,Reasoning dynamic fuzzy systems based on adaptive fuzzy higher order Petri nets,2014.0,Information Sciences,286,,,161,172,,18.0,10.1016/j.ins.2014.07.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906716635&doi=10.1016%2fj.ins.2014.07.011&partnerID=40&md5=a3691c22e13cc0517396a984319ddf4a,"Petri nets and Fuzzy Petri nets as modeling formalism are not adaptable according to the changes of the arc weight. Weights are the parameters that represent the new incoming data of the system modeled by a (Fuzzy) Petri net. The weight changes meet the system changes in a variety of application domains (e.g. Intelligent E-learning, Computer Numerical Control, Weather Forecasting, and Expert Systems). In this paper, we introduce a new class of Fuzzy Petri nets that takes into account the weight changes of the arc in the Fuzzy reasoning process. We give the formal description of the model, an algorithm for learning the weights without the need to transfer into a neural network, an algorithm for the fuzzy reasoning, the algebraic forms of the new state equation, and the stability analysis. Finally, we introduce a weather forecasting application as a real example. © 2014 Elsevier Inc. All rights reserved.",Fuzzy reasoning; Higher order Petri nets; Intelligent system; Knowledge representation,Article,Final,,Scopus,2-s2.0-84906716635
327,"Erman Acar, Rafael Peñaloza",57209068452;23091163300;,Reasoning with contextual knowledge and influence diagrams,2020.0,"17th International Conference on Principles of Knowledge Representation and Reasoning,  KR 2020",1,,,11,20,,0.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104671190&partnerID=40&md5=f37919c2e5e33ea9a781d46622b12690,"Influence diagrams (IDs) are well-known formalisms extending Bayesian networks to model decision situations under uncertainty. Although they are convenient as a decision theoretic tool, their knowledge representation ability is limited in capturing other crucial notions such as logical consistency. We complement IDs with the light-weight description logic (DL) ℰℲ to overcome such limitations. We consider a setup where DL axioms hold in some contexts, yet the actual context is uncertain. The framework benefits from the convenience of using DL as a domain knowledge representation language and the modelling strength of IDs to deal with decisions over contexts in the presence of contextual uncertainty. We define related reasoning problems and study their computational complexity. © 2020 17th International Conference on Principles of Knowledge Representation and Reasoning, KR 2020. All rights reserved.",,Conference Paper,Final,,Scopus,2-s2.0-85104671190
328,"Chihab eddine Mokaddem, Houari Sahraoui, Eugene Syriani",57191428653;57196894039;25522760800;,Recommending model refactoring rules from refactoring examples,2018.0,"Proceedings - 21st ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS 2018",,,,257,266,,4.0,10.1145/3239372.3239406,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056892342&doi=10.1145%2f3239372.3239406&partnerID=40&md5=d2aad474e0ee118e568c8d1cf9084966,"Models, like other first-class artifacts such as source code, are maintained and may be refactored to improve their quality and, consequently, one of the derived artifacts. Considering the size of the manipulated models, automatic support is necessary for refactoring tasks. When the refactoring rules are known, such a support is simply the implementation of these rules in editors. However, for less popular and proprietary modeling languages, refactoring rules are generally difficult to define. Nevertheless, their knowledge is often embedded in practical examples. In this paper, we propose an approach to recommend refactoring rules that we lean automatically from refactoring examples. The evaluation of our approach on three modeling languages shows that, in general, the learned rules are accurate. © 2018 Copyright held by the owner/author(s). Publication rights licensed to the Association for Computing Machinery.",By-example approach; Genetic programming; Model refactoring; Search-based software engineering,Conference Paper,Final,,Scopus,2-s2.0-85056892342
329," Ma, Fu Zhang, Li Yan, Jingwei Cheng",13205045700;25633410200;55227476500;35316819200;,Representing and reasoning on fuzzy UML models: A description logic approach,2011.0,Expert Systems with Applications,38,3,,2536,2549,,32.0,10.1016/j.eswa.2010.08.042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049529783&doi=10.1016%2fj.eswa.2010.08.042&partnerID=40&md5=8feb36a29d598984058bd31b09d73b52,"UML is the most widely accepted formalism for the analysis and design of software. Recent proposals to improve the ability of reasoning automatically on UML models. However, information imprecision and uncertainty exist in many real-world applications and hence fuzzy UML models have been extensively investigated. In this paper, we propose a description logic approach to represent and reason on fuzzy UML models. Firstly, for the specific purposes of representing and reasoning on fuzzy UML models, a fuzzy description logic called FDLR (fuzzy DLR) is introduced. Moreover, we further investigate the reasoning problems and reasoning algorithms for FDLR. Then, the fuzzy UML model is investigated, and a kind of formal definition of fuzzy UML models is proposed. Furthermore, representation and reasoning of fuzzy UML models with FDLR is investigated, i.e.; we first consider the fuzzy UML model and the corresponding fuzzy UML instantiations (i.e.; object diagrams) simultaneously, and translate them into FDLR knowledge bases at both terminological (TBox) and assertional (ABox) levels, respectively; then how the reasoning problems of fuzzy UML models (e.g.; consistency, subsumption, logical consequence, and so on) may be reasoned through reasoning mechanism of FDLR is investigated. The formalization in FDLR of fuzzy UML models makes a significant improvement and it is the first step towards developing intelligent systems that provide computer aided support during the application design phase in order to automatically detect relevant properties of fuzzy UML models. © 2010 Elsevier Ltd. All rights reserved.",Fuzzy description logic; Fuzzy UML model; Knowledge representation; Reasoning,Article,Final,,Scopus,2-s2.0-78049529783
330,"John Mylopoulos, Alex Borgida, Eric Yu",7005652259;7004365136;7202680853;,Representing Software Engineering Knowledge,1997.0,Automated Software Engineering,4,3,,291,317,,20.0,10.1023/A:1008627026003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031191941&doi=10.1023%2fA%3a1008627026003&partnerID=40&md5=ffd990a348bb3a2c2b21ded4353e25b0,"We argue that one important role that Artificial Intelligence can play in Software Engineering is to act as a source of ideas about representing knowledge that can improve the state-of-the-art in software information management, rather than just building intelligent computer assistants. Among others, such techniques can lead to new approaches for capturing, recording, organizing, and retrieving knowledge about a software system. Moreover, this knowledge can be stored in a software knowledge base, which serves as ""corporate memory"", facilitating the work of developers, maintainers and users alike. We pursue this central theme by focusing on requirements engineering knowledge, illustrating it with ideas originally reported in (Greenspan et al., 1982; Borgida et al., 1993; Yu, 1993) and (Chung, 1993b). The first example concerns the language RML, designed on a foundation of ideas from frame- and logic-based knowledge representation schemes, to offer a novel (at least for its time) formal requirements modeling language. The second contribution adapts solutions of the frame problem originally proposed in the context of AI planning in order to offer a better formulation of the notion of state change caused by an activity, which appears in most formal requirements modeling languages. The final contribution imports ideas from multi-agent planning systems to propose a novel ontology for capturing organizational intentions in requirements modeling. In each case we examine alterations that have been made to knowledge representation ideas in order to adapt them for Software Engineering use.",Knowledge representation; Languages; Software knowledge bases,Article,Final,,Scopus,2-s2.0-0031191941
331,"Jorge Pinna Puissant, Ragnhild Van Der Straeten, Tom Mens",40462219700;22434384700;6701719612;,Resolving model inconsistencies using automated regression planning,2015.0,Software and Systems Modeling,14,1,,461,481,,28.0,10.1007/s10270-013-0317-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922337776&doi=10.1007%2fs10270-013-0317-9&partnerID=40&md5=5f228b2e1f19cf790f9efb976dbf8b2d,"One of the main challenges in model-driven software engineering is to automate the resolution of design model inconsistencies. We propose to use the artificial intelligence technique of automated planning for the purpose of resolving such inconsistencies through the generation of one or more resolution plans. We implemented Badger, a regression planner in Prolog that generates such plans. We assess its scalability on the resolution of different types of structural inconsistencies in UML models using both generated models and reverse-engineered models of varying sizes, the largest ones containing more than 10,000 model elements. We illustrate the metamodel-independence of our approach by applying it to the resolution of code smells in a Java program. We discuss how the user can adapt the order in which resolution plans are presented by modifying the cost function of the planner algorithm. © 2013, Springer-Verlag Berlin Heidelberg.",Automated planning; Inconsistency resolution; Software modeling,Article,Final,,Scopus,2-s2.0-84922337776
332,"Richard Hull, Hamid R. Motahari Nezhad",35583009200;16053075900;,Rethinking BPM in a cognitive world: Transforming how we learn and perform business processes,2016.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9850 LNCS,,,3,19,,34.0,10.1007/978-3-319-45348-4_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990020987&doi=10.1007%2f978-3-319-45348-4_1&partnerID=40&md5=aa99c54cfe98bcaf979901080d9978c8,"If we are to believe the technology hype cycle, we are entering a new era of Cognitive Computing, enabled by advances in natural language processing, machine learning, and more broadly artificial intelligence. These advances, combined with evolutionary progress in areas such as knowledge representation, automated planning, user experience technologies, software-as-a-service and crowdsourcing, have the potential to transform many industries. In this paper, we discuss transformations of BPM that advances in the Cognitive Computing will bring. We focus on three of the most signficant aspects of this transformation, namely: (a) Cognitive Computing will enable ""knowledge acquisition at scale"", which will lead to a transformation in Knowledge-intensive Processes (KiP’s); (b) We envision a new process meta-model will emerge that is centered around a ""Plan-Act-Learn"" cycle; and (c) Cognitive Computing can enable learning about processes from implicit descriptions (at both design- and run-time), opening opportunities for new levels of automation and business process support, for both traditional business processes and KiP’s. We use the term cognitive BPM to refer to a new BPM paradigm encompassing all aspects of BPM that are impacted and enabled by Cognitive Computing. We argue that a fundamental understanding of cognitive BPM requires a new research framing of the business process ecosystem. The paper presents a conceptual framework for cognitive BPM, a brief survey of state of the art in emerging areas of Cognitive BPM, and discussion of key directions for further research. © Springer International Publishing Switzerland 2016.",,Conference Paper,Final,,Scopus,2-s2.0-84990020987
333,Doron Drusinsky,6602817556;,Reverse engineering concurrent UML state machines using black box testing and genetic programming,2017.0,Innovations in Systems and Software Engineering,13,2-3,,117,128,,0.0,10.1007/s11334-017-0299-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027196513&doi=10.1007%2fs11334-017-0299-9&partnerID=40&md5=3943cc0c87763e12c21cd768f02e955e,"This paper presents a technique for reverse engineering, a software system generated from a concurrent unified modeling language state machine implementation. In its first step, a primitive sequential finite-state machine (FSM) is deduced from a sequence of outputs emitted from black box tests applied to the systems’ input interface. Next, we provide an algorithmic technique for decomposing the sequential primitive FSM into a set of concurrent (orthogonal) primitive FSMs. Lastly, we show a genetic programming machine learning technique for discovering local variables, actions performed on local and non-binary output variables, and two types of intra-FSM loops, called counting-loops and while-loops. © 2017, Springer‐Verlag London (outside the USA).",Concurrency decomposition; Concurrent UML state machines; Genetic programming; Machine Learning; Reverse engineering,Article,Final,,Scopus,2-s2.0-85027196513
334,"Kemas M. Lhaksmana, Yohei Murakami, Toru Ishida",56022187000;57200608670;7403962179;,Role-Based Modeling for Designing Agent Behavior in Self-Organizing Multi-Agent Systems,2018.0,International Journal of Software Engineering and Knowledge Engineering,28,1,,79,96,,5.0,10.1142/S0218194018500043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041695126&doi=10.1142%2fS0218194018500043&partnerID=40&md5=21e303fe5d5cbcbebbd107fb1b42a1ed,"Self-organization has been proposed to be implemented in complex systems which require the automation capabilities to govern itself and to adapt upon changes. Self-organizing systems can be modeled as multi-Agent systems (MAS) since they share common characteristics in that they consist of multiple autonomous systems. However, most existing MAS engineering methodologies do not fully support self-organizing systems design since they require predefined goals and agent behaviors, which is not the case in self-organizing systems. Another feature that is currently not supported for designing self-organizing MAS is the separation between the design of agent behaviors and behavior adaptation, i.e. how agents adapt their behaviors to respond upon changes. To tackle these issues, this paper proposes a role modeling method, in which agent behaviors are represented as roles, to design how agents perform behavior adaptation at runtime by switching between roles. The applicability of the proposed role modeling method is evaluated in a case study of a self-organizing smart transportation system. © 2018 World Scientific Publishing Company.",agent behavior; modeling method; multi-Agent systems; role-based modeling; Self-organizing systems,Article,Final,,Scopus,2-s2.0-85041695126
335,"Mohamed Walid Ben Ghezala, Amel Bouzeghoub, Christophe Leroux",55623268000;55995482600;55894434600;,RSAW: A situation awareness system for autonomous robots,2014.0,"2014 13th International Conference on Control Automation Robotics and Vision, ICARCV 2014",,,7064347,450,455,,4.0,10.1109/ICARCV.2014.7064347,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949925720&doi=10.1109%2fICARCV.2014.7064347&partnerID=40&md5=226860a81349a1cc0c7189c0c619548a,"Services and technologies are in evolution in order to develop a new generation of robotic systems that might operate in dynamic real-world environments. In this paper, we focus on the ability of robot to understand and to surpass the blocked situations autonomously without operator intervention. Such situations may occur when the robot cannot succeed the current action and cannot move to the next one. We remark that in the literature, the operator has a crucial role consisting in providing all information about the environment and in making interpretations. In this paper, we propose an RSAW (Robot Situation AWareness) system, developed in order to help a robot to surpass a blocked situation and accomplish its goal whilst minimizing the operator intervention. RSAW is a new general system aiming to increase the autonomy of the robot; It is inspired by the notion of Situation Awareness (SA). In fact, RSAW defines a knowledge representation using ontologies and a process in order to surpass a blocked situation. RSAW is designed according to the Model Driven Engineering (MDE) methodology. This choice is done to preserve the generality of our system. This paper focalizes on the process of the RSAW system and the interaction between the process and the knowledge representation. The experimentations conducted in real environment with the Smart Autonomous Majordomo (SAM) robot, have shown the robustness and the efficiency of the proposed system. © 2014 IEEE.",,Conference Paper,Final,,Scopus,2-s2.0-84949925720
336,"Danillo Sprovieri, Sandro Vogler",56946917900;56946567700;,Run-Time Composition of Partly Structured Business Processes Using Heuristic Planning,2016.0,"Proceedings - 2015 3rd International Conference on Enterprise Systems, ES 2015",,,8005a225,225,232,,3.0,10.1109/ES.2015.30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964381067&doi=10.1109%2fES.2015.30&partnerID=40&md5=bf0e72d903f393a3af6cf0a89224be93,"Context: Organizations act in a highly competitive markets, which forces them to be able to quickly adapt and optimize their processes. Case Management Model and Notation (CMMN) supports modelling run-time adaptation of partially structured business process models, but does neither allow selection nor sequence of tasks. Objective: Our goal is to develop an approach that computes sequences of tasks such that a context-specific goal is satisfied. We apply the SMA algorithm to support run-time planning of partly structured parts of a business process in order to find an appropriate sequence of tasks. Method: We perform a literature review in order to derive the most suitable heuristic search algorithm. To support the selection and specification of tasks, we extend the CMMN metamodel. A running example is presented to show practical applicability of the approach. Results: The extension of the CMMN metamodel reflects the requirements for serializing tasks at run-time. Furthermore, we modified the SMA algorithm and defined a heuristic function. Conclusion: Our approach allows to automatically derive execution plans for partly structured business processes depending on the context. © 2015 IEEE.",Artificial Intelligence; Business Process; CMMN; Process Planning; SMA,Conference Paper,Final,,Scopus,2-s2.0-84964381067
337," Luqi, Douglas S. Lange",36918885300;24605381100;,Schema changes and historical information in conceptual models in support of adaptive systems,2008.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4512 LNCS,,,112,121,,0.0,10.1007/978-3-540-77503-4_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949118169&doi=10.1007%2f978-3-540-77503-4_9&partnerID=40&md5=4c716ff54cf7a3847396a7aaba7bbd03,"Conceptual changes and historical information have not been emphasized in traditional approaches to conceptual modeling such as the entity-relationship approach. Effective representations for such changes are needed to support robust machine learning and computer-aided organizational learning. However, these aspects have been modeled and studied in other contexts, such as software maintenance, version control, software transformations, etc. This paper reviews some relevant previous results, shows how they have been used to simplify conceptual models to help people make sense out of complex changing situations, and suggests some connections to conceptual models of machine learning. Areas where research is required to support conceptual models for adaptive systems are also explored. These are suggested by studies of the issues surrounding deployment of adaptive systems in mission critical environments. © 2008 Springer-Verlag Berlin Heidelberg.",,Conference Paper,Final,,Scopus,2-s2.0-49949118169
